Entity,Code,Year,ODA by donor (% of GNI) - Official estimate,1012356-annotations
Netherlands,NLD,2020,0.59234893,
Netherlands,NLD,2021,0.52365863,
Netherlands,NLD,2022,0.6680739,
Netherlands,NLD,2023,0.66376024,
New Zealand,NZL,1961,0.2337662,
New Zealand,NZL,1962,0.18265952,
New Zealand,NZL,1963,0.18032058,
New Zealand,NZL,1964,0.18541157,
New Zealand,NZL,1965,0.17873941,
New Zealand,NZL,1966,0.16654599,
New Zealand,NZL,1967,0.16724738,
New Zealand,NZL,1968,0.20824741,
New Zealand,NZL,1969,0.21845573,
New Zealand,NZL,1970,0.22495894,
New Zealand,NZL,1971,0.22901809,
New Zealand,NZL,1972,0.2509153,
New Zealand,NZL,1973,0.22158043,
New Zealand,NZL,1974,0.3146068,
New Zealand,NZL,1975,0.52393854,
New Zealand,NZL,1976,0.41087848,
New Zealand,NZL,1977,0.38874078,
New Zealand,NZL,1978,0.33753377,
New Zealand,NZL,1979,0.33986345,
New Zealand,NZL,1980,0.32536572,
New Zealand,NZL,1981,0.2901774,
New Zealand,NZL,1982,0.27784646,
New Zealand,NZL,1983,0.27897757,
New Zealand,NZL,1984,0.24832033,
New Zealand,NZL,1985,0.25258788,
New Zealand,NZL,1986,0.29586777,
New Zealand,NZL,1987,0.26113206,
New Zealand,NZL,1988,0.26917192,
New Zealand,NZL,1989,0.2184815,
New Zealand,NZL,1990,0.23069642,
New Zealand,NZL,1991,0.24893686,
New Zealand,NZL,1992,0.25830165,
New Zealand,NZL,1993,0.24670106,
New Zealand,NZL,1994,0.2388414,
New Zealand,NZL,1995,0.22836344,
New Zealand,NZL,1996,0.20672274,
New Zealand,NZL,1997,0.26423818,
New Zealand,NZL,1998,0.2656554,
New Zealand,NZL,1999,0.26853955,
New Zealand,NZL,2000,0.25150496,
New Zealand,NZL,2001,0.25429156,
New Zealand,NZL,2002,0.22241378,
New Zealand,NZL,2003,0.22570807,
New Zealand,NZL,2004,0.23404591,
New Zealand,NZL,2005,0.2711857,
New Zealand,NZL,2006,0.26788953,
New Zealand,NZL,2007,0.26637354,
New Zealand,NZL,2008,0.30393514,
New Zealand,NZL,2009,0.27771714,
New Zealand,NZL,2010,0.2553337,
New Zealand,NZL,2011,0.27612236,
New Zealand,NZL,2012,0.27650967,
New Zealand,NZL,2013,0.26248392,
New Zealand,NZL,2014,0.26946402,
New Zealand,NZL,2015,0.26514095,
New Zealand,NZL,2016,0.2530657,
New Zealand,NZL,2017,0.2309567,
New Zealand,NZL,2018,0.2846119,
New Zealand,NZL,2019,0.27566618,
New Zealand,NZL,2020,0.26005098,
New Zealand,NZL,2021,0.28005734,
New Zealand,NZL,2022,0.21752611,
New Zealand,NZL,2023,0.31157982,
Non-DAC countries,,1990,7.180487,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1991,3.4766073,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1992,1.4220291,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1993,1.2690685,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1994,1.1267098,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1995,0.7288731,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1996,0.8091326,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1997,0.92781556,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1998,1.0308033,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,1999,0.76329446,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2000,0.69073427,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2001,0.34031835,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2002,1.1148101,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2003,1.173123,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2004,0.7614676,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2005,0.34253782,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2006,0.38744876,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2007,0.41393158,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2008,0.5377192,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2009,0.33289912,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2010,0.17073108,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2011,0.21038201,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2012,0.12134783,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2013,0.32404917,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2014,0.4983863,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2015,0.24048875,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2016,0.31346256,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2017,0.3140617,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2018,0.31671408,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2019,0.25042397,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2020,0.25101534,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2021,0.4179418,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2022,0.32819775,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Non-DAC countries,,2023,0.30182472,"Qatar, Saudi Arabia, Turkey, UAE, among others"
Norway,NOR,1960,0.11479028,
Norway,NOR,1961,0.13793103,
Norway,NOR,1962,0.13721804,
Norway,NOR,1963,0.17247388,
Norway,NOR,1964,0.15141957,
Norway,NOR,1965,0.16130866,
Norway,NOR,1966,0.18328983,
Norway,NOR,1967,0.17209023,
Norway,NOR,1968,0.29348066,
Norway,NOR,1969,0.30071282,
Norway,NOR,1970,0.33150065,
Norway,NOR,1971,0.33729178,
Norway,NOR,1972,0.42841676,
Norway,NOR,1973,0.45141456,
Norway,NOR,1974,0.56900877,
Norway,NOR,1975,0.6542982,
Norway,NOR,1976,0.7095945,
Norway,NOR,1977,0.8416883,
Norway,NOR,1978,0.90301967,
Norway,NOR,1979,0.9481099,
Norway,NOR,1980,0.87103367,
Norway,NOR,1981,0.8460913,
Norway,NOR,1982,1.0280845,
Norway,NOR,1983,1.0964415,
Norway,NOR,1984,1.0266358,
Norway,NOR,1985,1.0103415,
Norway,NOR,1986,1.1675446,
Norway,NOR,1987,1.0946515,
Norway,NOR,1988,1.1271304,
Norway,NOR,1989,1.046473,
Norway,NOR,1990,1.1679432,
Norway,NOR,1991,1.1334778,
Norway,NOR,1992,1.1643391,
Norway,NOR,1993,1.010148,
Norway,NOR,1994,1.0524528,
Norway,NOR,1995,0.86011654,
Norway,NOR,1996,0.83441913,
Norway,NOR,1997,0.8401137,
Norway,NOR,1998,0.8880647,
Norway,NOR,1999,0.87669986,
Norway,NOR,2000,0.76410806,
Norway,NOR,2001,0.7974159,
Norway,NOR,2002,0.88839877,
Norway,NOR,2003,0.91944945,
Norway,NOR,2004,0.87397414,
Norway,NOR,2005,0.94044936,
Norway,NOR,2006,0.8853058,
Norway,NOR,2007,0.95191246,
Norway,NOR,2008,0.8890266,
Norway,NOR,2009,1.0585371,
Norway,NOR,2010,1.0509878,
Norway,NOR,2011,0.9638281,
Norway,NOR,2012,0.92939407,
Norway,NOR,2013,1.0747874,
Norway,NOR,2014,1.0004284,
Norway,NOR,2015,1.0457361,
Norway,NOR,2016,1.1216059,
Norway,NOR,2017,0.99271715,
Norway,NOR,2018,0.9407737,
Norway,NOR,2019,1.0261012,
Norway,NOR,2020,1.1090919,
Norway,NOR,2021,0.92620355,
Norway,NOR,2022,0.8634571,
Norway,NOR,2023,1.0919259,
Poland,POL,1998,0.011751412,
Poland,POL,1999,0.013107671,
Poland,POL,2000,0.01825729,
Poland,POL,2001,0.02046831,
Poland,POL,2003,0.013145899,
Poland,POL,2004,0.04858656,
Poland,POL,2005,0.068460844,
Poland,POL,2006,0.0888419,
Poland,POL,2007,0.1014285,
Poland,POL,2008,0.07538908,
Poland,POL,2009,0.089455985,
Poland,POL,2010,0.08350559,
Poland,POL,2011,0.08416973,
Poland,POL,2012,0.08991729,
Poland,POL,2013,0.09610266,
Poland,POL,2014,0.08563203,
Poland,POL,2015,0.09583637,
Poland,POL,2016,0.14708927,
Poland,POL,2017,0.13468836,
Poland,POL,2018,0.13598083,
Poland,POL,2019,0.13865176,
Poland,POL,2020,0.143632,
Poland,POL,2021,0.15185356,
Poland,POL,2022,0.53019714,
Poland,POL,2023,0.33346608,
Portugal,PRT,1980,0.016736403,
Portugal,PRT,1981,0.026315788,
Portugal,PRT,1982,0.01826484,
Portugal,PRT,1983,0.061538465,
Portugal,PRT,1984,0.043243244,
Portugal,PRT,1985,0.04830918,
Portugal,PRT,1986,0.07586207,
Portugal,PRT,1987,0.112044826,
Portugal,PRT,1988,0.20612746,
Portugal,PRT,1989,0.24730982,
Portugal,PRT,1990,0.23894636,
Portugal,PRT,1991,0.2979621,
Portugal,PRT,1992,0.34550226,
Portugal,PRT,1993,0.27676472,
Portugal,PRT,1994,0.34443358,
Portugal,PRT,1995,0.24960549,
Portugal,PRT,1996,0.20560767,
Portugal,PRT,1997,0.24829137,
Portugal,PRT,1998,0.24225393,
Portugal,PRT,1999,0.2559504,
Portugal,PRT,2000,0.2607254,
Portugal,PRT,2001,0.25097525,
Portugal,PRT,2002,0.27166015,
Portugal,PRT,2003,0.21966225,
Portugal,PRT,2004,0.62714547,
Portugal,PRT,2005,0.21106613,
Portugal,PRT,2006,0.21176864,
Portugal,PRT,2007,0.21960442,
Portugal,PRT,2008,0.27029628,
Portugal,PRT,2009,0.23420684,
Portugal,PRT,2010,0.29369512,
Portugal,PRT,2011,0.30889818,
Portugal,PRT,2012,0.28052717,
Portugal,PRT,2013,0.22670475,
Portugal,PRT,2014,0.18951878,
Portugal,PRT,2015,0.15818585,
Portugal,PRT,2016,0.17129806,
Portugal,PRT,2017,0.1789837,
Portugal,PRT,2018,0.1772968,
Portugal,PRT,2019,0.17164007,
Portugal,PRT,2020,0.18390113,
Portugal,PRT,2021,0.18302503,
Portugal,PRT,2022,0.21061236,
Portugal,PRT,2023,0.18780012,
Qatar,QAT,2019,0.31685516,
Qatar,QAT,2020,0.41842437,
Qatar,QAT,2021,0.38174266,
Qatar,QAT,2022,0.3650522,
Qatar,QAT,2023,0.33612564,
Romania,ROU,2008,0.089678824,
Romania,ROU,2009,0.07627001,
Romania,ROU,2010,0.0713963,
Romania,ROU,2011,0.08747698,
Romania,ROU,2012,0.08545967,
Romania,ROU,2013,0.0740409,
Romania,ROU,2014,0.1079954,
Romania,ROU,2015,0.090952784,
Romania,ROU,2016,0.10956006,
Romania,ROU,2017,0.10605798,
Romania,ROU,2018,0.106406085,
Romania,ROU,2019,0.10307919,
Romania,ROU,2020,0.1262625,
Romania,ROU,2021,0.14963596,
Romania,ROU,2022,0.14153366,
Romania,ROU,2023,0.16075525,
Russia,RUS,2010,0.0329935,
Russia,RUS,2011,0.02919819,
Russia,RUS,2012,0.023848752,
Russia,RUS,2013,0.034036048,
Russia,RUS,2014,0.049082626,
Russia,RUS,2015,0.09046608,
Russia,RUS,2016,0.10074797,
Russia,RUS,2017,0.07731852,
Russia,RUS,2018,0.06040636,
Russia,RUS,2019,0.074502945,
Russia,RUS,2020,0.066702306,
Saudi Arabia,SAU,2018,0.56020564,
Saudi Arabia,SAU,2019,0.24421741,
Saudi Arabia,SAU,2020,0.25451016,
Saudi Arabia,SAU,2021,1.0115002,
Saudi Arabia,SAU,2022,0.59215194,
Saudi Arabia,SAU,2023,0.50968915,
Slovakia,SVK,1999,0.037619177,
Slovakia,SVK,2000,0.030894188,
Slovakia,SVK,2001,0.040808283,
Slovakia,SVK,2002,0.02403987,
Slovakia,SVK,2003,0.046320945,
Slovakia,SVK,2004,0.07207368,
Slovakia,SVK,2006,0.103232615,
Slovakia,SVK,2007,0.09304222,
Slovakia,SVK,2008,0.10007315,
Slovakia,SVK,2009,0.08652743,
Slovakia,SVK,2010,0.08543214,
Slovakia,SVK,2011,0.09131071,
Slovakia,SVK,2012,0.08860662,
Slovakia,SVK,2013,0.09335575,
Slovakia,SVK,2014,0.086086325,
Slovakia,SVK,2015,0.10125511,
Slovakia,SVK,2016,0.121043,
Slovakia,SVK,2017,0.13196343,
Slovakia,SVK,2018,0.13139772,
Slovakia,SVK,2019,0.11145142,
Slovakia,SVK,2020,0.13769749,
Slovakia,SVK,2021,0.1370057,
Slovakia,SVK,2022,0.15387651,
Slovakia,SVK,2023,0.1357613,
Slovenia,SVN,2005,0.10639212,
Slovenia,SVN,2006,0.11941393,
Slovenia,SVN,2007,0.12043237,
Slovenia,SVN,2008,0.12911397,
Slovenia,SVN,2009,0.14879611,
Slovenia,SVN,2010,0.12679373,
Slovenia,SVN,2011,0.12879977,
Slovenia,SVN,2012,0.13018243,
Slovenia,SVN,2013,0.12983514,
Slovenia,SVN,2014,0.12453397,
Slovenia,SVN,2015,0.14923154,
Slovenia,SVN,2016,0.18706182,
Slovenia,SVN,2017,0.15891922,
Slovenia,SVN,2018,0.1560498,
Slovenia,SVN,2019,0.16537891,
Slovenia,SVN,2020,0.17432284,
Slovenia,SVN,2021,0.19088294,
Slovenia,SVN,2022,0.2867926,
Slovenia,SVN,2023,0.24268788,
South Korea,KOR,1987,0.017623689,
South Korea,KOR,1988,0.0189099,
South Korea,KOR,1989,0.015340291,
South Korea,KOR,1990,0.023210362,
South Korea,KOR,1991,0.01868624,
South Korea,KOR,1992,0.02332305,
South Korea,KOR,1993,0.030869696,
South Korea,KOR,1994,0.03320561,
South Korea,KOR,1995,0.022500005,
South Korea,KOR,1996,0.028663335,
South Korea,KOR,1997,0.036141057,
South Korea,KOR,1998,0.053668465,
South Korea,KOR,1999,0.07216026,
South Korea,KOR,2000,0.041614503,
South Korea,KOR,2001,0.055008434,
South Korea,KOR,2002,0.050917607,
South Korea,KOR,2003,0.060375802,
South Korea,KOR,2004,0.062029913,
South Korea,KOR,2005,0.09521921,
South Korea,KOR,2006,0.051305078,
South Korea,KOR,2007,0.07166712,
South Korea,KOR,2008,0.08583552,
South Korea,KOR,2009,0.09746779,
South Korea,KOR,2010,0.11569171,
South Korea,KOR,2011,0.11852268,
South Korea,KOR,2012,0.14068535,
South Korea,KOR,2013,0.13351986,
South Korea,KOR,2014,0.13066643,
South Korea,KOR,2015,0.13818337,
South Korea,KOR,2016,0.15903369,
South Korea,KOR,2017,0.14383005,
South Korea,KOR,2018,0.13666464,
South Korea,KOR,2019,0.14859529,
South Korea,KOR,2020,0.13630815,
South Korea,KOR,2021,0.15694028,
South Korea,KOR,2022,0.16540773,
South Korea,KOR,2023,0.16892329,
Spain,ESP,1980,0.07706946,
Spain,ESP,1981,0.13012575,
Spain,ESP,1982,0.1330327,
Spain,ESP,1983,0.044117644,
Spain,ESP,1984,0.08490566,
Spain,ESP,1985,0.10280147,
Spain,ESP,1986,0.08896673,
Spain,ESP,1987,0.08095171,
Spain,ESP,1988,0.072046444,
Spain,ESP,1989,0.14244735,
Spain,ESP,1990,0.19872321,
Spain,ESP,1991,0.2417109,
Spain,ESP,1992,0.26769105,
Spain,ESP,1993,0.27526528,
Spain,ESP,1994,0.27672815,
Spain,ESP,1995,0.24302469,
Spain,ESP,1996,0.218164,
Spain,ESP,1997,0.2354446,
Spain,ESP,1998,0.24357389,
Spain,ESP,1999,0.23015957,
Spain,ESP,2000,0.21642935,
Spain,ESP,2001,0.30279756,
Spain,ESP,2002,0.26271668,
Spain,ESP,2003,0.23362422,
Spain,ESP,2004,0.23933542,
Spain,ESP,2005,0.27190098,
Spain,ESP,2006,0.31510186,
Spain,ESP,2007,0.3670604,
Spain,ESP,2008,0.44663596,
Spain,ESP,2009,0.45923862,
Spain,ESP,2010,0.42840567,
Spain,ESP,2011,0.28634784,
Spain,ESP,2012,0.15585138,
Spain,ESP,2013,0.17389807,
Spain,ESP,2014,0.13443321,
Spain,ESP,2015,0.11675552,
Spain,ESP,2016,0.34267554,
Spain,ESP,2017,0.1949487,
Spain,ESP,2018,0.20274723,
Spain,ESP,2019,0.2088952,
Spain,ESP,2020,0.23261446,
Spain,ESP,2021,0.2569795,
Spain,ESP,2022,0.30271626,
Spain,ESP,2023,0.24063233,
Sweden,SWE,1960,0.051419802,
Sweden,SWE,1961,0.058988772,
Sweden,SWE,1962,0.119974054,
Sweden,SWE,1963,0.13655336,
Sweden,SWE,1964,0.1756829,
Sweden,SWE,1965,0.18513842,
Sweden,SWE,1966,0.25345212,
Sweden,SWE,1967,0.24792874,
Sweden,SWE,1968,0.27915528,
Sweden,SWE,1969,0.4329741,
Sweden,SWE,1970,0.35161206,
Sweden,SWE,1971,0.43606567,
Sweden,SWE,1972,0.46143258,
Sweden,SWE,1973,0.52823746,
Sweden,SWE,1974,0.6943859,
Sweden,SWE,1975,0.77919436,
Sweden,SWE,1976,0.7769224,
Sweden,SWE,1977,0.9457455,
Sweden,SWE,1978,0.86024886,
Sweden,SWE,1979,0.91832036,
Sweden,SWE,1980,0.7811328,
Sweden,SWE,1981,0.8266205,
Sweden,SWE,1982,1.0166986,
Sweden,SWE,1983,0.840826,
Sweden,SWE,1984,0.8038087,
Sweden,SWE,1985,0.8619522,
Sweden,SWE,1986,0.8468048,
Sweden,SWE,1987,0.881512,
Sweden,SWE,1988,0.8597876,
Sweden,SWE,1989,0.95959616,
Sweden,SWE,1990,0.9073061,
Sweden,SWE,1991,0.8953724,
Sweden,SWE,1992,1.0296177,
Sweden,SWE,1993,0.98510516,
Sweden,SWE,1994,0.96474457,
Sweden,SWE,1995,0.7655961,
Sweden,SWE,1996,0.8350649,
Sweden,SWE,1997,0.790889,
Sweden,SWE,1998,0.7154915,
Sweden,SWE,1999,0.69780445,
Sweden,SWE,2000,0.80125827,
Sweden,SWE,2001,0.7662542,
Sweden,SWE,2002,0.8363831,
Sweden,SWE,2003,0.79453856,
Sweden,SWE,2004,0.77729094,
Sweden,SWE,2005,0.9421979,
Sweden,SWE,2006,1.0248072,
Sweden,SWE,2007,0.9347178,
Sweden,SWE,2008,0.979578,
Sweden,SWE,2009,1.1214101,
Sweden,SWE,2010,0.9695273,
Sweden,SWE,2011,1.018801,
Sweden,SWE,2012,0.9738991,
Sweden,SWE,2013,1.0137793,
Sweden,SWE,2014,1.094402,
Sweden,SWE,2015,1.4045491,
Sweden,SWE,2016,0.94068146,
Sweden,SWE,2017,1.0188779,
Sweden,SWE,2018,1.0718663,
Sweden,SWE,2019,0.95619756,
Sweden,SWE,2020,1.1389104,
Sweden,SWE,2021,0.90676194,
Sweden,SWE,2022,0.8912181,
Sweden,SWE,2023,0.926162,
Switzerland,CHE,1960,0.040792536,
Switzerland,CHE,1961,0.08220604,
Switzerland,CHE,1962,0.04600939,
Switzerland,CHE,1963,0.053173244,
Switzerland,CHE,1964,0.07153966,
Switzerland,CHE,1965,0.085137084,
Switzerland,CHE,1966,0.08701473,
Switzerland,CHE,1967,0.08176101,
Switzerland,CHE,1968,0.14069767,
Switzerland,CHE,1969,0.1591902,
Switzerland,CHE,1970,0.14046277,
Switzerland,CHE,1971,0.110105984,
Switzerland,CHE,1972,0.2053614,
Switzerland,CHE,1973,0.15357278,
Switzerland,CHE,1974,0.13776693,
Switzerland,CHE,1975,0.1848216,
Switzerland,CHE,1976,0.1907916,
Switzerland,CHE,1977,0.18834159,
Switzerland,CHE,1978,0.19682348,
Switzerland,CHE,1979,0.21402115,
Switzerland,CHE,1980,0.23869681,
Switzerland,CHE,1981,0.23993722,
Switzerland,CHE,1982,0.24952997,
Switzerland,CHE,1983,0.31426325,
Switzerland,CHE,1984,0.29724833,
Switzerland,CHE,1985,0.31117943,
Switzerland,CHE,1986,0.29794106,
Switzerland,CHE,1987,0.3061643,
Switzerland,CHE,1988,0.3193042,
Switzerland,CHE,1989,0.29889128,
Switzerland,CHE,1990,0.29989338,
Switzerland,CHE,1991,0.3407982,
Switzerland,CHE,1992,0.43340713,
Switzerland,CHE,1993,0.30896655,
Switzerland,CHE,1994,0.348363,
Switzerland,CHE,1995,0.32551017,
Switzerland,CHE,1996,0.31921092,
Switzerland,CHE,1997,0.31872725,
Switzerland,CHE,1998,0.30570048,
Switzerland,CHE,1999,0.33858564,
Switzerland,CHE,2000,0.32419994,
Switzerland,CHE,2001,0.3310922,
Switzerland,CHE,2002,0.31725878,
Switzerland,CHE,2003,0.3617193,
Switzerland,CHE,2004,0.38613448,
Switzerland,CHE,2005,0.42181626,
Switzerland,CHE,2006,0.37544894,
Switzerland,CHE,2007,0.37077448,
Switzerland,CHE,2008,0.4217315,
Switzerland,CHE,2009,0.44173035,
Switzerland,CHE,2010,0.39302823,
Switzerland,CHE,2011,0.45843726,
Switzerland,CHE,2012,0.46756068,
Switzerland,CHE,2013,0.45513868,
Switzerland,CHE,2014,0.49387017,
Switzerland,CHE,2015,0.50784236,
Switzerland,CHE,2016,0.53224254,
Switzerland,CHE,2017,0.4527919,
Switzerland,CHE,2018,0.43912473,
Switzerland,CHE,2019,0.43934286,
Switzerland,CHE,2020,0.49131817,
Switzerland,CHE,2021,0.49994648,
Switzerland,CHE,2022,0.5607425,
Switzerland,CHE,2023,0.60192007,
Taiwan,TWN,2005,0.13872255,
Taiwan,TWN,2006,0.14422265,
Taiwan,TWN,2007,0.13409756,
Taiwan,TWN,2008,0.11100626,
Taiwan,TWN,2009,0.13048954,
Taiwan,TWN,2010,0.10060118,
Taiwan,TWN,2011,0.09341736,
Taiwan,TWN,2012,0.062263705,
Taiwan,TWN,2013,0.05400276,
Taiwan,TWN,2014,0.05006194,
Taiwan,TWN,2015,0.047235858,
Taiwan,TWN,2016,0.059812754,
Taiwan,TWN,2017,0.055705,
Taiwan,TWN,2018,0.050604437,
Taiwan,TWN,2019,0.049849257,
Taiwan,TWN,2020,0.059217,
Taiwan,TWN,2021,0.040561955,
Taiwan,TWN,2022,0.049165025,
Taiwan,TWN,2023,0.0602134,
Thailand,THA,2006,0.036482226,
Thailand,THA,2007,0.03560501,
Thailand,THA,2008,0.08999332,
Thailand,THA,2009,0.018728754,
Thailand,THA,2010,0.0013155965,
Thailand,THA,2011,0.00656736,
Thailand,THA,2012,0.0030111962,
Thailand,THA,2013,0.009674227,
Thailand,THA,2014,0.018350698,
Thailand,THA,2015,0.016971227,
Thailand,THA,2016,0.045592863,
Thailand,THA,2017,0.032531984,
Thailand,THA,2018,0.027475523,
Thailand,THA,2019,0.0289168,
Thailand,THA,2020,0.012985602,
Thailand,THA,2021,0.014298018,
Thailand,THA,2022,0.012504012,
Thailand,THA,2023,0.012907257,
Turkey,TUR,1990,0.0019699,
Turkey,TUR,1991,0.07782203,
Turkey,TUR,1992,0.05430062,
Turkey,TUR,1993,0.035504814,
Turkey,TUR,1994,0.044024482,
Turkey,TUR,1995,0.06228705,
Turkey,TUR,1996,0.047712155,
Turkey,TUR,1997,0.039878786,
Turkey,TUR,1998,0.033299122,
Turkey,TUR,1999,0.06495078,
Turkey,TUR,2000,0.040692385,
Turkey,TUR,2001,0.043269034,
Turkey,TUR,2002,0.04055632,
Turkey,TUR,2003,0.038447775,
Turkey,TUR,2004,0.11273691,
Turkey,TUR,2005,0.1662766,
Turkey,TUR,2006,0.17873111,
Turkey,TUR,2007,0.09143029,
Turkey,TUR,2008,0.10519931,
Turkey,TUR,2009,0.11450087,
Turkey,TUR,2010,0.13122444,
Turkey,TUR,2011,0.16483405,
Turkey,TUR,2012,0.3221827,
Turkey,TUR,2013,0.40337437,
Turkey,TUR,2014,0.44882494,
Turkey,TUR,2015,0.50052994,
Turkey,TUR,2016,0.7554724,
Turkey,TUR,2017,0.9537872,
Turkey,TUR,2018,1.0983207,
Turkey,TUR,2019,1.1500722,
Turkey,TUR,2020,1.1418772,
Turkey,TUR,2021,0.96067786,
Turkey,TUR,2022,0.7858862,
Turkey,TUR,2023,0.6181356,
United Arab Emirates,ARE,2009,0.3695946,
United Arab Emirates,ARE,2010,0.1447375,
United Arab Emirates,ARE,2011,0.2065512,
United Arab Emirates,ARE,2012,0.2037653,
United Arab Emirates,ARE,2013,1.3416669,
United Arab Emirates,ARE,2014,1.259867,
United Arab Emirates,ARE,2015,1.1823359,
United Arab Emirates,ARE,2016,1.2083899,
United Arab Emirates,ARE,2017,1.0269192,
United Arab Emirates,ARE,2018,0.9284493,
United Arab Emirates,ARE,2019,0.5490415,
United Arab Emirates,ARE,2020,0.5213449,
United Arab Emirates,ARE,2021,0.40113577,
United Arab Emirates,ARE,2022,0.27825934,
United Arab Emirates,ARE,2023,0.39935958,
United Kingdom,GBR,1960,0.5628114,
United Kingdom,GBR,1961,0.59163326,
United Kingdom,GBR,1962,0.51885635,
United Kingdom,GBR,1963,0.48024562,
United Kingdom,GBR,1964,0.5266361,
United Kingdom,GBR,1965,0.46927816,
United Kingdom,GBR,1966,0.4533582,
United Kingdom,GBR,1967,0.43987748,
United Kingdom,GBR,1968,0.4009624,
United Kingdom,GBR,1969,0.42801952,
United Kingdom,GBR,1970,0.38909563,
United Kingdom,GBR,1971,0.4413156,
United Kingdom,GBR,1972,0.41915932,
United Kingdom,GBR,1973,0.3550665,
United Kingdom,GBR,1974,0.39747143,
United Kingdom,GBR,1975,0.38410473,
United Kingdom,GBR,1976,0.3875637,
United Kingdom,GBR,1977,0.43956423,
United Kingdom,GBR,1978,0.4553064,
United Kingdom,GBR,1979,0.514652,
United Kingdom,GBR,1980,0.34684366,
United Kingdom,GBR,1981,0.42564455,
United Kingdom,GBR,1982,0.37146866,
United Kingdom,GBR,1983,0.35226643,
United Kingdom,GBR,1984,0.33395234,
United Kingdom,GBR,1985,0.33393073,
United Kingdom,GBR,1986,0.3127541,
United Kingdom,GBR,1987,0.27540073,
United Kingdom,GBR,1988,0.32062286,
United Kingdom,GBR,1989,0.31200248,
United Kingdom,GBR,1990,0.2737446,
United Kingdom,GBR,1991,0.31923425,
United Kingdom,GBR,1992,0.31173974,
United Kingdom,GBR,1993,0.31222093,
United Kingdom,GBR,1994,0.30745938,
United Kingdom,GBR,1995,0.28588507,
United Kingdom,GBR,1996,0.27418944,
United Kingdom,GBR,1997,0.26248914,
United Kingdom,GBR,1998,0.27438694,
United Kingdom,GBR,1999,0.23616424,
United Kingdom,GBR,2000,0.31748632,
United Kingdom,GBR,2001,0.31901875,
United Kingdom,GBR,2002,0.30902418,
United Kingdom,GBR,2003,0.34227598,
United Kingdom,GBR,2004,0.36267436,
United Kingdom,GBR,2005,0.47269437,
United Kingdom,GBR,2006,0.51408184,
United Kingdom,GBR,2007,0.35530916,
United Kingdom,GBR,2008,0.43036872,
United Kingdom,GBR,2009,0.50755,
United Kingdom,GBR,2010,0.5726019,
United Kingdom,GBR,2011,0.56248575,
United Kingdom,GBR,2012,0.5619208,
United Kingdom,GBR,2013,0.7046705,
United Kingdom,GBR,2014,0.7007015,
United Kingdom,GBR,2015,0.70475847,
United Kingdom,GBR,2016,0.7001136,
United Kingdom,GBR,2017,0.69848734,
United Kingdom,GBR,2018,0.6954356,
United Kingdom,GBR,2019,0.7032956,
United Kingdom,GBR,2020,0.69809335,
United Kingdom,GBR,2021,0.5039171,
United Kingdom,GBR,2022,0.51030284,
United Kingdom,GBR,2023,0.57851106,
United States,USA,1960,0.5396664,
