Entity,Code,Year,ODA by donor (% of GNI) - Official estimate,1012356-annotations
United States,USA,1961,0.5724745,
United States,USA,1962,0.58286476,
United States,USA,1963,0.5970152,
United States,USA,1964,0.560295,
United States,USA,1965,0.57776666,
United States,USA,1966,0.5008129,
United States,USA,1967,0.40786025,
United States,USA,1968,0.43632108,
United States,USA,1969,0.35654315,
United States,USA,1970,0.3163052,
United States,USA,1971,0.2872737,
United States,USA,1972,0.33203456,
United States,USA,1973,0.19918656,
United States,USA,1974,0.25454503,
United States,USA,1975,0.26681194,
United States,USA,1976,0.25197935,
United States,USA,1977,0.24247588,
United States,USA,1978,0.26035485,
United States,USA,1979,0.19267997,
United States,USA,1980,0.26916197,
United States,USA,1981,0.19369073,
United States,USA,1982,0.2651593,
United States,USA,1983,0.24310888,
United States,USA,1984,0.23684067,
United States,USA,1985,0.23578236,
United States,USA,1986,0.22668879,
United States,USA,1987,0.20244758,
United States,USA,1988,0.20904537,
United States,USA,1989,0.1495908,
United States,USA,1990,0.20941392,
United States,USA,1991,0.19976941,
United States,USA,1992,0.19610436,
United States,USA,1993,0.15431404,
United States,USA,1994,0.143404,
United States,USA,1995,0.10178929,
United States,USA,1996,0.12277255,
United States,USA,1997,0.08533393,
United States,USA,1998,0.10041119,
United States,USA,1999,0.09834458,
United States,USA,2000,0.1002658,
United States,USA,2001,0.11250579,
United States,USA,2002,0.12669034,
United States,USA,2003,0.14861788,
United States,USA,2004,0.1690522,
United States,USA,2005,0.22603299,
United States,USA,2006,0.17746845,
United States,USA,2007,0.15645328,
United States,USA,2008,0.18345754,
United States,USA,2009,0.20577644,
United States,USA,2010,0.20263167,
United States,USA,2011,0.20357373,
United States,USA,2012,0.1856089,
United States,USA,2013,0.18173747,
United States,USA,2014,0.18568777,
United States,USA,2015,0.16752563,
United States,USA,2016,0.18609959,
United States,USA,2017,0.17680258,
United States,USA,2018,0.1641679,
United States,USA,2019,0.15441363,
United States,USA,2020,0.1671298,
United States,USA,2021,0.20097998,
United States,USA,2022,0.2345579,
United States,USA,2023,0.23943987,
